snapshot_at_utc	benchmark_commit	runner_sha256	target	target_kind	target_commit	omz_commit	zsh_version	git_version	fixture_files	settle_ms	state	iteration	first_ms	settled_ms	repaints	git_calls	unlocked_calls	semantic_pass	measurement_started_epoch_seconds	measurement_finished_epoch_seconds	cpu_psi_some_total_before	cpu_psi_some_total_after
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	clean	19	0.589	0.589	0	0	0	na	1788313410.653379	1788313410.807048	178073911	178075491
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	clean	20	0.602	0.602	0	0	0	na	1788313410.960553	1788313411.114048	178076839	178077963
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	dirty	1	0.470	0.470	0	0	0	na	1788313411.294701	1788313411.448102	178078506	178080597
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	dirty	2	0.509	0.509	0	0	0	na	1788313411.601513	1788313411.755309	178081708	178082319
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	dirty	3	0.549	0.549	0	0	0	na	1788313411.908825	1788313412.062116	178084454	178086340
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	dirty	4	0.464	0.464	0	0	0	na	1788313412.215408	1788313412.369015	178087653	178088288
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	dirty	5	0.534	0.534	0	0	0	na	1788313412.523545	1788313412.677889	178090204	178091352
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	dirty	6	0.534	0.534	0	0	0	na	1788313412.832177	1788313412.987383	178092165	178093146
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	dirty	7	0.590	0.590	0	0	0	na	1788313413.141706	1788313413.295961	178094772	178096205
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	dirty	8	0.619	0.619	0	0	0	na	1788313413.450345	1788313413.604869	178097563	178098136
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	dirty	9	0.493	0.493	0	0	0	na	1788313413.758038	1788313413.912498	178099108	178099990
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	dirty	10	0.553	0.553	0	0	0	na	1788313414.066435	1788313414.220859	178100970	178102140
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	dirty	11	0.723	0.723	0	0	0	na	1788313414.374894	1788313414.529778	178104489	178105931
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	dirty	12	0.529	0.529	0	0	0	na	1788313414.684032	1788313414.837760	178106989	178107837
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	dirty	13	0.502	0.502	0	0	0	na	1788313414.991301	1788313415.144719	178109113	178110422
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	dirty	14	0.471	0.471	0	0	0	na	1788313415.298202	1788313415.451367	178111213	178112475
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	dirty	15	0.442	0.442	0	0	0	na	1788313415.604510	1788313415.757629	178113169	178114109
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	dirty	16	0.507	0.507	0	0	0	na	1788313415.910878	1788313416.064996	178115473	178116386
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	dirty	17	0.535	0.535	0	0	0	na	1788313416.219370	1788313416.373786	178118654	178120108
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	dirty	18	0.529	0.529	0	0	0	na	1788313416.528228	1788313416.681883	178121605	178122929
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	dirty	19	0.525	0.525	0	0	0	na	1788313416.835178	1788313416.988423	178124482	178126089
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	dirty	20	0.583	0.583	0	0	0	na	1788313417.141716	1788313417.295024	178127147	178127978
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	untracked	1	0.605	0.605	0	0	0	na	1788313417.470522	1788313417.623984	178129352	178130202
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	untracked	2	0.655	0.655	0	0	0	na	1788313417.780067	1788313417.933690	178131551	178133239
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	untracked	3	0.579	0.579	0	0	0	na	1788313418.088498	1788313418.242031	178134748	178135895
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	untracked	4	0.612	0.612	0	0	0	na	1788313418.397244	1788313418.550840	178138046	178139518
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	untracked	5	0.726	0.726	0	0	0	na	1788313418.705732	1788313418.859871	178140462	178141615
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	untracked	6	0.603	0.603	0	0	0	na	1788313419.015503	1788313419.169342	178143234	178144544
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	untracked	7	0.652	0.652	0	0	0	na	1788313419.325327	1788313419.479219	178145473	178146992
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	untracked	8	0.675	0.675	0	0	0	na	1788313419.634390	1788313419.788100	178148022	178148634
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	untracked	9	0.734	0.734	0	0	0	na	1788313419.943418	1788313420.097564	178150557	178152555
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	untracked	10	0.655	0.655	0	0	0	na	1788313420.253077	1788313420.406669	178153655	178154279
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	untracked	11	0.579	0.579	0	0	0	na	1788313420.561701	1788313420.715357	178155574	178156791
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	untracked	12	0.721	0.721	0	0	0	na	1788313420.870490	1788313421.024253	178158186	178160136
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	untracked	13	0.577	0.577	0	0	0	na	1788313421.179393	1788313421.333202	178161986	178163224
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	untracked	14	0.664	0.664	0	0	0	na	1788313421.488195	1788313421.641788	178164037	178166165
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	untracked	15	0.655	0.655	0	0	0	na	1788313421.796826	1788313421.950611	178167747	178168762
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	untracked	16	0.631	0.631	0	0	0	na	1788313422.105986	1788313422.259682	178170974	178172653
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	untracked	17	0.574	0.574	0	0	0	na	1788313422.414634	1788313422.568199	178173996	178175621
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	untracked	18	0.618	0.618	0	0	0	na	1788313422.723008	1788313422.876661	178177454	178178823
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	untracked	19	0.610	0.610	0	0	0	na	1788313423.031844	1788313423.185325	178180032	178182208
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	raw	control	5.9	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	untracked	20	0.608	0.608	0	0	0	na	1788313423.340388	1788313423.494116	178183740	178184791
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	wakamex	local	0fa4a72ff93c544567760958845ab199808f3017	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	clean	1	1.412	1.412	0	1	0	1	1788313423.863867	1788313424.029887	178188274	178189810
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	wakamex	local	0fa4a72ff93c544567760958845ab199808f3017	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	clean	2	1.539	1.539	0	1	0	1	1788313424.357508	1788313424.523042	178194218	178195379
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	wakamex	local	0fa4a72ff93c544567760958845ab199808f3017	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	clean	3	1.477	1.477	0	1	0	1	1788313424.850649	1788313425.015498	178197348	178199136
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	wakamex	local	0fa4a72ff93c544567760958845ab199808f3017	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	clean	4	1.223	1.223	0	1	0	1	1788313425.340616	1788313425.505403	178203349	178204663
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	wakamex	local	0fa4a72ff93c544567760958845ab199808f3017	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	clean	5	1.318	1.318	0	1	0	1	1788313425.830525	1788313425.995245	178206772	178208226
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	wakamex	local	0fa4a72ff93c544567760958845ab199808f3017	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	clean	6	1.537	1.537	0	1	0	1	1788313426.323366	1788313426.489341	178210100	178212040
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	wakamex	local	0fa4a72ff93c544567760958845ab199808f3017	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	clean	7	1.361	1.361	0	1	0	1	1788313426.816613	1788313426.982261	178213767	178215970
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	wakamex	local	0fa4a72ff93c544567760958845ab199808f3017	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	clean	8	1.539	1.539	0	1	0	1	1788313427.309588	1788313427.476421	178218858	178220300
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	wakamex	local	0fa4a72ff93c544567760958845ab199808f3017	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	clean	9	1.552	1.552	0	1	0	1	1788313427.805233	1788313427.970601	178223565	178225251
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	wakamex	local	0fa4a72ff93c544567760958845ab199808f3017	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	clean	10	1.446	1.446	0	1	0	1	1788313428.297039	1788313428.462420	178228032	178229093
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	wakamex	local	0fa4a72ff93c544567760958845ab199808f3017	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	clean	11	1.322	1.322	0	1	0	1	1788313428.787795	1788313428.952788	178233480	178234021
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	wakamex	local	0fa4a72ff93c544567760958845ab199808f3017	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	clean	12	1.432	1.432	0	1	0	1	1788313429.279386	1788313429.444719	178237745	178238912
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	wakamex	local	0fa4a72ff93c544567760958845ab199808f3017	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	clean	13	1.594	1.594	0	1	0	1	1788313429.771379	1788313429.937061	178243540	178245086
2026-09-02T01:43:24Z	2a8202573382705a9d423e5818e57d59e774bf3e	5a02941e176b9f49a05c37d8417a76b96b4a65bcf8812221a82d30ffd3ad5061	wakamex	local	0fa4a72ff93c544567760958845ab199808f3017	2264a8042763edf2620cfe32d96b096e1f3d26aa	5.9	2.55.0	1000	150	clean	14	1.333	1.333	0	1	0	1	1788313430.263336	1788313430.428591	178246857	178248100
