snapshot_at_utc	omz_commit	theme	last_commit_at	last_commit_sha	uses_git_prompt_info	uses_parse_git_dirty	uses_vcs_info	direct_git_calls	uses_zle_fd_handler	uses_zsh_hooks	last_commit_subject
2026-08-27T17:11:22Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	essembeh	2024-06-17T21:38:21+02:00	373a1fd585a09b680fec0fc3a3c22901d86c0a4d	1	0	0	0	0	0	fix(essembeh): use async prompt (#12512)
2026-08-27T17:11:22Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	evan	2019-09-08T15:05:20+02:00	9c3e3ae5e451637873ae74da1732e98f3df3784c	0	0	0	0	0	0	Change description for Evan's theme to something neutral (#6304)
2026-08-27T17:11:22Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	fino-time	2023-07-25T10:25:07+02:00	e564793939a086fc4c46628b193a38997ea4ecb3	1	0	0	1	0	0	feat(fino-time): add conda environment (#11785)
2026-08-27T17:11:22Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	fino	2022-01-03T13:50:52+01:00	a9d57eb2eec4d6234c4714a430ddfb4c57443570	1	0	0	1	0	0	fix: quote % in `box_name` prompt functions
2026-08-27T17:11:22Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	fishy	2024-04-23T10:54:00+02:00	ee69c14beb24c652707b2f6b2a9db0fa8b238d05	1	0	0	0	0	0	feat(fishy): add color to username (#12369)
2026-08-27T17:11:22Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	flazz	2021-03-25T12:08:00+01:00	02d07f3e3dba0d50b1d907a8062bbaca18f88478	1	0	0	0	0	0	fix: use `$USERNAME` guaranteed to always be defined in zsh
2026-08-27T17:11:23Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	fletcherm	2010-08-19T22:29:17+08:00	306cea0945166bd0b32290c0813bf90c7dee6369	1	0	0	0	0	0	add fletcherm theme; a slightly modified copy of an old tonotdo theme
2026-08-27T17:11:23Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	fox	2014-03-08T23:51:59+06:00	c249c69065f1216bd83f5bd92e87f560e42675fb	1	0	0	0	0	0	Remove all copyright information in themes. Closes #2587
2026-08-27T17:11:23Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	frisk	2022-04-09T15:18:24+02:00	fcceeb666452c5a41b786f3cde9c8635ddde5448	1	0	0	0	0	0	fix(frisk): fix color typo in `PS2` (#10839)
2026-08-27T17:11:23Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	frontcube	2022-07-12T19:44:32+02:00	249c708ed3a4a7a63d16a6e911a46b6fb9623cbd	1	0	0	0	0	0	fix(frontcube): fix escape of reset color sequence (#10921)
2026-08-27T17:11:23Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	fwalch	2020-08-04T15:55:04+02:00	69a380771e571eb38f3887adf0d92a99b4309361	1	0	0	0	0	0	Remove non-existing %p prompt sequence from themes
2026-08-27T17:11:23Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	gallifrey	2019-11-20T17:26:18-08:00	b80b1a1e8b30e5f2a7c4977019cf56e72c434037	1	0	0	0	0	0	Actions to take after repository migration is complete (#8394)
2026-08-27T17:11:23Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	gallois	2026-05-28T19:45:47+02:00	c90141ed77ff89cc4d9e957aaee713e576ad2c39	0	1	0	0	0	0	fix: escape % characters in git prompts
2026-08-27T17:11:23Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	garyblessington	2009-11-09T22:05:00+01:00	5246e103c54b7e503cb0c7a715a9d88dc5a4f0e1	1	0	0	0	0	0	Fixed all themes so tab-completion doesn't move the cursor to a weird position
2026-08-27T17:11:23Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	gentoo	2022-03-03T17:53:03+01:00	46195d3aa7b21c2477e3ddacd57ac82856b3be76	0	0	1	2	0	1	fix: fix svn branch output in themes: apple, gentoo, kolo, zhann (#10751)
2026-08-27T17:11:23Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	geoffgarside	2009-09-14T12:42:53-04:00	85a4e3028990b6583253308ada3d456c291487d7	1	0	0	0	0	0	Added risto theme and made git.zsh themable
2026-08-27T17:11:23Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	gianu	2014-03-08T23:51:59+06:00	c249c69065f1216bd83f5bd92e87f560e42675fb	1	0	0	0	0	0	Remove all copyright information in themes. Closes #2587
2026-08-27T17:11:23Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	gnzh	2024-09-18T20:42:18+02:00	d91944d47e6f4163da16e6fa71a41e35e2af191e	1	0	0	0	0	0	feat(gnzh): add virtualenv prompt (#12666)
2026-08-27T17:11:23Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	gozilla	2020-08-04T15:55:04+02:00	69a380771e571eb38f3887adf0d92a99b4309361	1	0	0	0	0	0	Remove non-existing %p prompt sequence from themes
2026-08-27T17:11:23Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	half-life	2023-05-23T08:46:46+02:00	1bbe4d8d2431b5ac06d7402b570431884786db58	0	0	1	2	0	1	feat(half-life): add virtualenv prompt (#11708)
2026-08-27T17:11:23Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	humza	2011-05-30T19:10:26-04:00	93dab36fcb7f138aba32e5102c621180055d67fe	1	0	0	0	0	0	added humza.zsh-theme
2026-08-27T17:11:23Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	imajes	2009-09-22T23:02:18+01:00	7d511379c1eace3363433352a9e38831785d2e5e	0	0	0	0	0	0	minimalist
2026-08-27T17:11:23Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	intheloop	2014-03-08T23:51:59+06:00	c249c69065f1216bd83f5bd92e87f560e42675fb	1	0	0	0	0	0	Remove all copyright information in themes. Closes #2587
2026-08-27T17:11:23Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	itchy	2019-05-08T08:45:34+02:00	299cd4777a8b9da1934a1ed0c80767eea6691a70	1	0	0	0	0	0	Themes: switch to using ruby_prompt_info()
2026-08-27T17:11:23Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	jaischeema	2019-05-08T08:45:34+02:00	299cd4777a8b9da1934a1ed0c80767eea6691a70	1	0	0	0	0	0	Themes: switch to using ruby_prompt_info()
2026-08-27T17:11:23Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	jbergantine	2020-08-04T15:55:04+02:00	69a380771e571eb38f3887adf0d92a99b4309361	1	0	0	0	0	0	Remove non-existing %p prompt sequence from themes
2026-08-27T17:11:23Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	jispwoso	2014-12-11T19:47:29+08:00	6f70d288cc4625142413227109bf1eeac7e2a180	1	0	0	0	0	0	Update theme "jispwoso" to support ret status and git
2026-08-27T17:11:23Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	jnrowe	2022-03-03T17:49:12+01:00	04b1b75b9da2d0295c40e12e01ed222a4f00ec39	0	0	1	2	0	1	style: remove VCS_INFO svn settings from themes that don't enable it
2026-08-27T17:11:23Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	jonathan	2026-08-06T09:20:53+02:00	0912e05c0589d26ea20d79555487900880aad4d5	1	0	0	0	0	1	fix(jonathan): make compatible with Ghostty shell-integration (#13917)
2026-08-27T17:11:23Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	josh	2026-07-07T10:47:59+02:00	8c8782e36250cf85e3c0fc2e8391e7742b1ac3aa	0	0	0	1	0	0	fix(josh): escape % in branch before computing branch_size (#13835)
2026-08-27T17:11:23Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	jreese	2018-08-07T20:42:01+02:00	19b925e741fa46d2222210469a4dffc34a634ebd	1	0	0	0	0	0	use https everywhere (#6574)
2026-08-27T17:11:23Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	jtriley	2020-08-04T15:55:04+02:00	69a380771e571eb38f3887adf0d92a99b4309361	0	0	0	0	0	0	Remove non-existing %p prompt sequence from themes
2026-08-27T17:11:23Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	juanghurtado	2026-05-28T19:45:47+02:00	c90141ed77ff89cc4d9e957aaee713e576ad2c39	0	1	0	0	0	0	fix: escape % characters in git prompts
2026-08-27T17:11:24Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	junkfood	2024-03-26T09:55:16+01:00	1d09c6bb0a950756a65b02457842933e3aa493eb	1	0	0	0	0	0	style: remove trailing whitespace (#12303)
2026-08-27T17:11:24Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	kafeitu	2020-08-04T15:55:04+02:00	69a380771e571eb38f3887adf0d92a99b4309361	1	0	0	0	0	0	Remove non-existing %p prompt sequence from themes
2026-08-27T17:11:24Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	kardan	2014-11-06T18:33:56+01:00	95d795e8cad7d1a754dfad520309d7a41b69275f	1	0	0	0	0	0	Change all hostname calls for $HOST or $SHORT_HOST
2026-08-27T17:11:24Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	kennethreitz	2016-02-14T04:19:46-05:00	568f4812f268de5526de20b43abc53a01fc80d62	1	0	0	0	0	0	update kennethreitz.zsh-theme
2026-08-27T17:11:24Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	kiwi	2020-02-11T17:43:59+01:00	05cae34676ac3a22fb8a0adca8ab9b5301f48fb9	1	0	0	0	0	0	Detect dependency plugins in candy-kingdom and kiwi themes
2026-08-27T17:11:24Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	kolo	2022-03-03T17:53:03+01:00	46195d3aa7b21c2477e3ddacd57ac82856b3be76	0	0	1	2	0	1	fix: fix svn branch output in themes: apple, gentoo, kolo, zhann (#10751)
2026-08-27T17:11:24Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	kphoen	2014-03-08T23:51:59+06:00	c249c69065f1216bd83f5bd92e87f560e42675fb	1	0	0	0	0	0	Remove all copyright information in themes. Closes #2587
2026-08-27T17:11:24Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	lambda	2018-08-07T20:42:01+02:00	19b925e741fa46d2222210469a4dffc34a634ebd	1	0	0	0	0	0	use https everywhere (#6574)
2026-08-27T17:11:24Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	linuxonly	2022-03-03T17:49:12+01:00	04b1b75b9da2d0295c40e12e01ed222a4f00ec39	0	0	1	2	0	1	style: remove VCS_INFO svn settings from themes that don't enable it
2026-08-27T17:11:24Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	lukerandall	2026-05-28T19:45:47+02:00	c90141ed77ff89cc4d9e957aaee713e576ad2c39	0	0	0	1	0	0	fix: escape % characters in git prompts
2026-08-27T17:11:24Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	macovsky-ruby	2019-05-08T08:45:34+02:00	299cd4777a8b9da1934a1ed0c80767eea6691a70	0	0	0	0	0	0	Themes: switch to using ruby_prompt_info()
2026-08-27T17:11:24Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	macovsky	2019-05-08T08:45:34+02:00	299cd4777a8b9da1934a1ed0c80767eea6691a70	1	0	0	0	0	0	Themes: switch to using ruby_prompt_info()
2026-08-27T17:11:24Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	maran	2018-12-31T11:12:55-08:00	e0ee79f2bc985456f302349457fdf30587fb2dad	1	0	0	0	0	0	Remove duplicate space on the maran theme (#7454)
2026-08-27T17:11:24Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	mgutz	2010-05-08T04:20:59+08:00	1d03ea53427c0658fc6924aa890c21f6e46c0a80	1	0	0	0	0	0	my theme
2026-08-27T17:11:24Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	mh	2018-08-07T20:42:01+02:00	19b925e741fa46d2222210469a4dffc34a634ebd	1	0	0	0	0	0	use https everywhere (#6574)
2026-08-27T17:11:24Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	michelebologna	2026-05-28T19:23:46+02:00	8eff9a545594fc7b3f3fad231fecc107e1dde567	1	0	0	0	0	0	fix(michelebologna): syntax, escaping, label (#13756)
2026-08-27T17:11:24Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	miloshadzic	2011-06-01T12:45:15+02:00	0d476e02cd1b5660b09acde25725191044f062ac	1	0	0	0	0	0	Adds my theme
2026-08-27T17:11:24Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	minimal	2021-12-13T10:50:50+01:00	4119f53004de987215e4ae2ce49d0f818ad58c63	1	0	0	0	0	0	perf(mercurial): optimize utility functions
2026-08-27T17:11:24Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	mira	2019-05-08T08:45:34+02:00	299cd4777a8b9da1934a1ed0c80767eea6691a70	1	0	0	0	0	0	Themes: switch to using ruby_prompt_info()
2026-08-27T17:11:24Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	mlh	2024-03-26T09:55:16+01:00	1d09c6bb0a950756a65b02457842933e3aa493eb	1	0	0	0	0	0	style: remove trailing whitespace (#12303)
2026-08-27T17:11:24Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	mortalscumbag	2026-05-28T19:45:47+02:00	c90141ed77ff89cc4d9e957aaee713e576ad2c39	0	0	0	4	0	0	fix: escape % characters in git prompts
2026-08-27T17:11:24Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	mrtazz	2010-08-19T07:27:05-07:00	75de90dc9eedc62edfbd34785f191c56fee802b0	1	0	0	0	0	0	add simple mrtazz theme based on robbyrussell
2026-08-27T17:11:24Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	murilasso	2021-12-13T17:14:25+01:00	e3bb6e685dc0325f472a4cfadb9847add12ec699	1	0	0	0	0	0	refactor(themes): use `ruby_prompt_info` everywhere
2026-08-27T17:11:24Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	muse	2020-06-10T12:57:01+02:00	0f3c424e4caf3558b04daaed42713e8d2cab0345	1	0	0	0	0	0	muse: clean up theme
2026-08-27T17:11:24Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	nanotech	2010-11-14T16:53:13-06:00	2a203b558fd6328c9a91e9dbbf145d91e7ba7ed1	1	0	0	0	0	0	themes/nanotech: Use the new built-in zsh color variables.
2026-08-27T17:11:24Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	nebirhos	2020-03-26T12:39:51+01:00	d247f98d3edccfd12224cab077d36124849092ee	1	0	0	0	0	0	nebirhos: use short hostname in prompt
2026-08-27T17:11:25Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	nicoulaj	2025-03-20T19:41:27+01:00	da2510c199edfd3fd28d6297b38ff129b20d3d91	0	0	1	0	0	1	fix(nicoluaj): avoid overriding customization params (#12859)
2026-08-27T17:11:25Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	norm	2020-02-27T18:28:08+01:00	dbd2f77bd9c13f017550ee6dae37ff95a2c3d183	1	0	0	0	0	0	norm: add hg prompt (#6725)
2026-08-27T17:11:25Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	obraun	2021-10-13T10:00:46+02:00	dbf555438e48fe447736200bd6f6d969a51a8086	1	0	0	0	0	0	feat(obraun): display time with leading zeros (#10289)
2026-08-27T17:11:25Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	oldgallois	2026-05-28T19:45:47+02:00	c90141ed77ff89cc4d9e957aaee713e576ad2c39	0	1	0	0	0	0	fix: escape % characters in git prompts
2026-08-27T17:11:25Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	peepcode	2026-05-28T19:45:47+02:00	c90141ed77ff89cc4d9e957aaee713e576ad2c39	0	0	0	3	0	0	fix: escape % characters in git prompts
2026-08-27T17:11:25Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	philips	2018-08-07T20:42:01+02:00	19b925e741fa46d2222210469a4dffc34a634ebd	1	0	0	0	0	0	use https everywhere (#6574)
2026-08-27T17:11:25Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	pmcgee	2018-08-07T20:42:01+02:00	19b925e741fa46d2222210469a4dffc34a634ebd	1	0	0	0	0	0	use https everywhere (#6574)
2026-08-27T17:11:25Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	pygmalion-virtualenv	2021-11-11T22:45:40+01:00	b3ba9978cc42a5031c7b68e3cf917ec2e64643bc	1	0	0	0	0	1	fix(themes): fix potential command injection in `pygmalion`, `pygmalion-virtualenv` and `refined`
2026-08-27T17:11:25Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	pygmalion	2024-07-12T18:18:20+02:00	fa583cfb87b80e3f7d7577c8b62b7d1385c01337	1	0	0	0	0	0	refactor(pygmalion): simplify theme logic and prompt sequences (#12550)
2026-08-27T17:11:25Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	random	2021-12-28T11:04:13+01:00	634296be3c985ed475ffbc1c0ffabe7ebd698808	0	0	0	0	0	0	fix(random): fix negated logic in `ZSH_THEME_RANDOM_QUIET`
2026-08-27T17:11:25Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	re5et	2021-03-25T12:08:00+01:00	02d07f3e3dba0d50b1d907a8062bbaca18f88478	1	0	0	0	0	0	fix: use `$USERNAME` guaranteed to always be defined in zsh
2026-08-27T17:11:25Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	refined	2022-11-04T19:34:02+01:00	9f2bbebdf78322ab11a4cc57e2932fcbf6fb3fa8	0	0	1	2	0	0	docs: fix some capitalization typos(#11293)
2026-08-27T17:11:25Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	rgm	2010-05-08T04:26:47+08:00	08a90297fe7c1105253619e42f0fb07a2538db21	1	0	0	0	0	0	Add my preferred prompt
2026-08-27T17:11:25Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	risto	2009-09-14T12:42:53-04:00	85a4e3028990b6583253308ada3d456c291487d7	1	0	0	0	0	0	Added risto theme and made git.zsh themable
2026-08-27T17:11:25Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	rixius	2014-03-08T23:51:59+06:00	c249c69065f1216bd83f5bd92e87f560e42675fb	1	0	0	1	0	0	Remove all copyright information in themes. Closes #2587
2026-08-27T17:11:25Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	rkj-repos	2026-05-28T19:45:47+02:00	c90141ed77ff89cc4d9e957aaee713e576ad2c39	0	0	0	3	0	0	fix: escape % characters in git prompts
2026-08-27T17:11:25Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	rkj	2018-08-07T20:42:01+02:00	19b925e741fa46d2222210469a4dffc34a634ebd	0	0	0	0	0	0	use https everywhere (#6574)
2026-08-27T17:11:25Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	robbyrussell	2023-11-24T09:45:32+01:00	e11d81303753b0fefbc50ce10ec4612c7ff33e84	1	0	0	0	0	0	fix(robbyrussell): line wrapping for some systems (#12058)
